symbol,nasdaq_name,last_price,cumulative_volume,change_pct,nasdaq_market_cap,country,sector,industry,sec_entity_name,inferred_float_shares,public_float_value_usd,measurement_date,measurement_price_date,measurement_reported_close,measurement_average_price,measurement_price_used,measurement_price_source,filed_date,form,accession,sec_source_url,reference_price_date,public_float_age_days,previous_close,reference_close,previous_day_change_pct,previous_session_date,reference_session_date,estimated_dollar_volume,current_float_market_cap,activity_ratio,float_to_total_market_cap,company_name,activity_rank,drop_filter_pass
SUNE,SUNation Energy Inc. Common Stock,3.565,8891973.0,-20.953,23219230.0,United States,Consumer Discretionary,Engineering & Construction,"SUNATION ENERGY, INC.",6117721.518987342,9666000.0,2025-06-30,2025-06-30,1.58,1.619826259897182,1.58,reported_close,2026-03-23,10-K,0000022701-26-000003,https://www.sec.gov/Archives/edgar/data/22701/000002270126000003/0000022701-26-000003-index.html,2026-09-09,437,2.37,4.51,90.29535864978901,2026-09-08,2026-09-09,31699883.745,21809677.215189874,1.453477895716946,0.9392937326168815,SUNation Energy Inc. Common Stock,1,False
BKV,BKV Corporation Common Stock,24.37,14891371.0,1.12,2666999917.0,United States,Energy,Oil & Gas Production,BKV Corp,17616086.23548922,424900000.0,2025-06-30,2025-06-30,24.12,24.28214476513627,24.12,reported_close,2026-08-19,10-K/A,0001104659-26-098821,https://www.sec.gov/Archives/edgar/data/1838406/000110465926098821/0001104659-26-098821-index.html,2026-09-09,437,26.76,24.1,-9.940209267563526,2026-09-08,2026-09-09,362902711.27000004,429304021.5588723,0.8453280031066135,0.16096889198323597,BKV Corporation Common Stock,2,True
GPRO,GoPro Inc. Class A Common Stock,1.4701,67650039.0,3.894,271239932.0,United States,Consumer Discretionary,Industrial Machinery/Components,"GOPRO, INC.",131410832.2324967,99478000.0,2025-06-30,2025-06-30,0.757,0.7052224335999409,0.757,reported_close,2026-03-12,10-K,0001500435-26-000006,https://www.sec.gov/Archives/edgar/data/1500435/000150043526000006/0001500435-26-000006-index.html,2026-09-09,437,1.46,1.42,-2.73972602739726,2026-09-08,2026-09-09,99452322.3339,193187064.4649934,0.5147980410040411,0.7122368120376663,GoPro Inc. Class A Common Stock,3,False
