symbol,trade_date,adjusted_open,adjusted_high,adjusted_low,adjusted_close,volume,amount,vendor_change_pct,adjustment_factor,split_ratio,company_name,exchange,first_traded_date,delisted_at,is_delisted,country,raw_open,raw_high,raw_low,raw_close,average_trade_price,cumulative_split_factor,prior_adjusted_close,drop_pct,average_price_inside_raw_ohlc,cik,sec_entity_name,public_float_value_usd,measurement_date,measurement_price_date,measurement_raw_close,measurement_split_factor,measurement_float_shares,measurement_price_lag_days,filed_date,form,accession,sec_source_url,public_float_age_days,filing_known_days,signal_float_shares,signal_float_market_cap,activity_ratio,activity_rank
TCI,2026-08-28,39.0,40.42,36.14,36.14,494746.0,19104728.0,-8.274111675126894,1.0,1.0,Transcontinental Realty Investo,NYSE,1985-03-07,,False,United States,39.0,40.42,36.14,36.14,38.615224782009356,1.0,39.4,-8.274111675126894,True,733590,"TRANSCONTINENTAL REALTY INVESTORS, INC.",49900000.0,2025-06-30,2025-06-30,42.61,1.0,1171086.5993898145,0,2026-03-12,10-K,0000733590-26-000004,https://www.sec.gov/Archives/edgar/data/733590/000073359026000004/0000733590-26-000004-index.html,424,169,1171086.5993898145,42323069.7019479,0.4514022289626292,1
ONDS,2026-08-28,8.56,8.71,7.87,7.9,69450781.0,560734731.0,-9.714285714285708,1.0,1.0,Ondas Inc,NasdaqCM,2020-12-04,,False,United States,8.56,8.71,7.87,7.9,8.073843417254011,1.0,8.75,-9.714285714285708,True,1646188,Ondas Inc.,392000000.0,2025-06-30,2025-06-30,1.92,1.0,204166666.6666667,0,2026-03-30,10-K,0001213900-26-035981,https://www.sec.gov/Archives/edgar/data/1646188/000121390026035981/0001213900-26-035981-index.html,424,151,204166666.6666667,1612916666.666667,0.347652636114699,2
UMAC,2026-08-28,25.82,26.02,22.92,23.98,5943536.0,140917968.0,-8.821292775665402,1.0,1.0,"Unusual Machines, Inc.",NYSE American,2024-02-14,,False,United States,25.82,26.02,22.92,23.98,23.709449728242582,1.0,26.3,-8.821292775665402,True,1956955,"Unusual Machines, Inc.",197646688.0,2025-06-30,2025-06-30,8.57,1.0,23062624.037339557,0,2026-03-12,10-K,0001683168-26-001730,https://www.sec.gov/Archives/edgar/data/1956955/000168316826001730/0001683168-26-001730-index.html,424,169,23062624.037339557,553041724.4154025,0.2548053099410511,4
BTCS,2026-08-28,1.5899999999999999,1.6099999999999999,1.34,1.35,3113423.0,4570036.0,-15.094339622641506,1.025672583219553,1.0,BTCS Inc.,NasdaqCM,2010-11-15,,False,United States,1.5502023023848812,1.5697017024148798,1.3064598020099,1.3162095020248994,1.4678493735030544,1.0,1.5899999999999999,-15.094339622641495,True,1436229,BTCS Inc.,33925000.0,2025-06-30,2025-06-30,2.1449340032998365,1.0,15816337.448056057,0,2026-03-26,10-K,0001493152-26-012916,https://www.sec.gov/Archives/edgar/data/1436229/000149315226012916/0001493152-26-012916-index.html,424,155,15816337.448056057,20817613.63636363,0.21952737138022332,6
AXTI,2026-08-28,65.29,65.42,58.5,58.63,8244734.0,500345570.0,-12.38792588164973,1.0,1.0,AXT Inc,NasdaqGS,1998-05-21,,False,United States,65.29,65.42,58.5,58.63,60.686684373322414,1.0,66.92,-12.38792588164973,True,1051627,AXT INC,83786290.0,2025-06-30,2025-06-30,2.09,1.0,40089133.97129187,0,2026-03-17,10-K,0001437749-26-008612,https://www.sec.gov/Archives/edgar/data/1051627/000143774926008612/0001437749-26-008612-index.html,424,164,40089133.97129187,2350425924.7368426,0.21287442617704255,8
